isic_code,isic_description,section_code,section_description,division_code,division_description,group_code,group_description,class_code,class_description,primary_method_1,primary_method_2,supporting_method_1,supporting_method_2,sensitivity_method,valuation_rationale,us_stocks,br_stocks
3240,Manufacture of games and toys,,,32,Other manufacturing,324,Manufacture of games and toys,3240,Manufacture of games and toys,DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","MAT,HAS,JAKK","ESTR4,BMKS3,SRM"
3250,Manufacture of medical and dental instruments and supplies,,,32,Other manufacturing,325,Manufacture of medical and dental instruments and supplies,3250,Manufacture of medical and dental instruments and supplies,DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","BSX,MDT,ZBH","HYPE3,RADL3,PNVL3"
3290,Other manufacturing n.e.c.,,,32,Other manufacturing,329,Other manufacturing n.e.c.,3290,Other manufacturing n.e.c.,DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","MAT,HAS,JAKK","TUPY3,ROMI3,SHUL4"
3311,Repair and maintenance of fabricated metal products,,,33,"Repair, maintenance and installation of machinery and equipment",331,"Repair and maintenance of fabricated metal products, machinery and equipment",3311,Repair and maintenance of fabricated metal products,DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","AME,GWW,FAST","WEGE3,TUPY3,FRAS3"
3312,Repair and maintenance of machinery,,,33,"Repair, maintenance and installation of machinery and equipment",331,"Repair and maintenance of fabricated metal products, machinery and equipment",3312,Repair and maintenance of machinery,DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","DOV,FLS,PNR","WEGE3,TUPY3,FRAS3"
3313,Repair and maintenance of electronic and optical equipment,,,33,"Repair, maintenance and installation of machinery and equipment",331,"Repair and maintenance of fabricated metal products, machinery and equipment",3313,Repair and maintenance of electronic and optical equipment,DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","IPGP,COHR,LITE","WEGE3,TUPY3,FRAS3"
3314,Repair and maintenance of electrical equipment,,,33,"Repair, maintenance and installation of machinery and equipment",331,"Repair and maintenance of fabricated metal products, machinery and equipment",3314,Repair and maintenance of electrical equipment,DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","GE,EMR,AME","WEGE3,TUPY3,FRAS3"
3315,"Repair and maintenance of transport equipment, except motor vehicles",,,33,"Repair, maintenance and installation of machinery and equipment",331,"Repair and maintenance of fabricated metal products, machinery and equipment",3315,"Repair and maintenance of transport equipment, except motor vehicles",DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","GATX,WAB,TRN","POMO4,RAPT4,TUPY3"
3319,Repair and maintenance of other equipment,,,33,"Repair, maintenance and installation of machinery and equipment",331,"Repair and maintenance of fabricated metal products, machinery and equipment",3319,Repair and maintenance of other equipment,DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","FELE,TRS,KAI","WEGE3,TUPY3,FRAS3"
3320,Installation of industrial machinery and equipment,,,33,"Repair, maintenance and installation of machinery and equipment",332,Installation of industrial machinery and equipment,3320,Installation of industrial machinery and equipment,DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","PH,AME,IR","WEGE3,FRAS3,TUPY3"
3511,Electric power generation activities from non-renewable sources,,,35,"Electricity, gas, steam and air conditioning supply",351,"Electric power generation, transmission and distribution activities",3511,Electric power generation activities from non-renewable sources,DCF / rDCF,DDM,CCA,Graham Number,Replacement Value,"Regulated utilities have stable cash flows, making DCF and DDM suitable. CCA and Graham Number provide market and intrinsic value checks, with Replacement Value for asset-heavy operations.","NEE,DUK,SO","CPFE3,EGIE3,ENEVA3"
3512,Electric power generation activities from renewable sources,,,35,"Electricity, gas, steam and air conditioning supply",351,"Electric power generation, transmission and distribution activities",3512,Electric power generation activities from renewable sources,DCF / rDCF,DDM,CCA,Graham Number,Replacement Value,"Regulated utilities have stable cash flows, making DCF and DDM suitable. CCA and Graham Number provide market and intrinsic value checks, with Replacement Value for asset-heavy operations.","NEE,DUK,SO","EGIE3,AURE3,AESB3"
3513,Electric power transmission and distribution activities,,,35,"Electricity, gas, steam and air conditioning supply",351,"Electric power generation, transmission and distribution activities",3513,Electric power transmission and distribution activities,DCF / rDCF,DDM,CCA,Graham Number,Replacement Value,"Regulated utilities have stable cash flows, making DCF and DDM suitable. CCA and Graham Number provide market and intrinsic value checks, with Replacement Value for asset-heavy operations.","NEE,SO,ETR","CPLE6,TRPL4,TAEE11"
3520,Manufacture of gas; distribution of gaseous fuels through mains,,,35,"Electricity, gas, steam and air conditioning supply",352,Manufacture of gas; distribution of gaseous fuels through mains,3520,Manufacture of gas; distribution of gaseous fuels through mains,DCF / rDCF,DDM,CCA,Graham Number,Replacement Value,"Regulated utilities have stable cash flows, making DCF and DDM suitable. CCA and Graham Number provide market and intrinsic value checks, with Replacement Value for asset-heavy operations.","ATO,SWX,OGS","CGAS5,CGAS3,SAPR4"
3530,Steam and air conditioning supply,,,35,"Electricity, gas, steam and air conditioning supply",353,Steam and air conditioning supply,3530,Steam and air conditioning supply,DCF / rDCF,DDM,CCA,Graham Number,Replacement Value,"Regulated utilities have stable cash flows, making DCF and DDM suitable. CCA and Graham Number provide market and intrinsic value checks, with Replacement Value for asset-heavy operations.","PCG,SRE,POR","SBSP3,SAPR11,CSMG3"
3540,Activities of brokers and agents for electric power and natural gas,,,35,"Electricity, gas, steam and air conditioning supply",354,Activities of brokers and agents for electric power and natural gas,3540,Activities of brokers and agents for electric power and natural gas,DCF / rDCF,DDM,CCA,Graham Number,Replacement Value,"Regulated utilities have stable cash flows, making DCF and DDM suitable. CCA and Graham Number provide market and intrinsic value checks, with Replacement Value for asset-heavy operations.","LNG,CEG,VST","CPFE3,EGIE3,ALUP3"
3600,"Water collection, treatment and supply",,,36,"Water collection, treatment and supply",360,"Water collection, treatment and supply",3600,"Water collection, treatment and supply",DCF / rDCF,DDM,CCA,Graham Number,Replacement Value,"Regulated utilities have stable cash flows, making DCF and DDM suitable. CCA and Graham Number provide market and intrinsic value checks, with Replacement Value for asset-heavy operations.","AWK,WTRG,AWR","SBSP3,CSMG3,SAPR11"
3700,Sewerage,,,37,Sewerage,370,Sewerage,3700,Sewerage,DCF / rDCF,DDM,CCA,Graham Number,Replacement Value,"Regulated utilities have stable cash flows, making DCF and DDM suitable. CCA and Graham Number provide market and intrinsic value checks, with Replacement Value for asset-heavy operations.","AWK,WTRG,AWR","SBSP3,CSMG3,SAPR11"
3811,Collection of non-hazardous waste,,,38,"Waste collection, treatment and disposal, and recovery activities",381,Waste collection activities,3811,Collection of non-hazardous waste,DCF / rDCF,DDM,CCA,Graham Number,Replacement Value,"Regulated utilities have stable cash flows, making DCF and DDM suitable. CCA and Graham Number provide market and intrinsic value checks, with Replacement Value for asset-heavy operations.","WM,RSG,WCN","AMBP3,CSMG3,SBSP3"
3812,Collection of hazardous waste,,,38,"Waste collection, treatment and disposal, and recovery activities",381,Waste collection activities,3812,Collection of hazardous waste,DCF / rDCF,DDM,CCA,Graham Number,Replacement Value,"Regulated utilities have stable cash flows, making DCF and DDM suitable. CCA and Graham Number provide market and intrinsic value checks, with Replacement Value for asset-heavy operations.","WM,RSG,WCN","CSAN3,AMBP3,CSMG3"
3821,Treatment and disposal of non-hazardous waste,,,38,"Waste collection, treatment and disposal, and recovery activities",382,Waste treatment and disposal,3821,Treatment and disposal of non-hazardous waste,DCF / rDCF,DDM,CCA,Graham Number,Replacement Value,"Regulated utilities have stable cash flows, making DCF and DDM suitable. CCA and Graham Number provide market and intrinsic value checks, with Replacement Value for asset-heavy operations.","RSG,WCN,WM","AMBP3,CSMG3,ORVR3"
3822,Treatment and disposal of hazardous waste,,,38,"Waste collection, treatment and disposal, and recovery activities",382,Waste treatment and disposal,3822,Treatment and disposal of hazardous waste,DCF / rDCF,DDM,CCA,Graham Number,Replacement Value,"Regulated utilities have stable cash flows, making DCF and DDM suitable. CCA and Graham Number provide market and intrinsic value checks, with Replacement Value for asset-heavy operations.","WM,RSG,WCN","AMBP3,CSMG3,ORVR3"
3830,Materials and other waste recovery,,,38,"Waste collection, treatment and disposal, and recovery activities",383,Materials and other waste recovery,3830,Materials and other waste recovery,DCF / rDCF,DDM,CCA,Graham Number,Replacement Value,"Regulated utilities have stable cash flows, making DCF and DDM suitable. CCA and Graham Number provide market and intrinsic value checks, with Replacement Value for asset-heavy operations.","WM,RSG,WCN","AMBP3,CSMG3,ORVR3"
3900,Remediation and other waste management service activities,,,39,Remediation and other waste management service activities,390,Remediation and other waste management service activities,3900,Remediation and other waste management service activities,DCF / rDCF,DDM,CCA,Graham Number,Replacement Value,"Regulated utilities have stable cash flows, making DCF and DDM suitable. CCA and Graham Number provide market and intrinsic value checks, with Replacement Value for asset-heavy operations.","WM,RSG,WCN","AMBP3,CSMG3,SBSP3"
4100,Construction of residential and non-residential buildings,,,41,Construction of residential and non-residential buildings,410,Construction of residential and non-residential buildings,4100,Construction of residential and non-residential buildings,DCF / rDCF,CCA,PTA,Replacement Value,Graham Number,"Industrials benefit from DCF for cash flow projection and CCA for market comparison. PTA and Replacement Value are useful for asset-heavy industries, with Graham Number for intrinsic value assessment.","DHI,PHM,LEN","CYRE3,EZTC3,LAVV3"
4210,Construction of roads and railways,,,42,Civil engineering,421,Construction of roads and railways,4210,Construction of roads and railways,DCF / rDCF,CCA,PTA,Replacement Value,Graham Number,"Industrials benefit from DCF for cash flow projection and CCA for market comparison. PTA and Replacement Value are useful for asset-heavy industries, with Graham Number for intrinsic value assessment.","PWR,ROAD,ACM","CCRO3,ECOR3,PORT3"
4220,Construction of utility projects,,,42,Civil engineering,422,Construction of utility projects,4220,Construction of utility projects,DCF / rDCF,CCA,PTA,Replacement Value,Graham Number,"Industrials benefit from DCF for cash flow projection and CCA for market comparison. PTA and Replacement Value are useful for asset-heavy industries, with Graham Number for intrinsic value assessment.","MTZ,PWR,PRIM","CPFE3,EQTL3,ENGI11"
